cdl,state,cdl_a,cdl_b,plant_begin_a,plant_begin_active_begin_a,plant_begin_active_end_a,plant_end_a,harvest_begin_a,harvest_begin_active_begin_a,harvest_begin_active_end_a,harvest_end_a,plant_begin_b,plant_begin_active_begin_b,plant_begin_active_end_b,plant_end_b,harvest_begin_b,harvest_begin_active_begin_b,harvest_begin_active_end_b,harvest_end_b
65,AZ,,,12-Apr,26-Apr,9-May,20-May,2-Jun,16-Jun,25-Jun,14-Jul,,,,,,,,
65,AR,,,15-Apr,2-May,12-May,19-May,3-Jun,20-Jun,1-Jul,9-Jul,,,,,,,,
65,CA,,,11-Apr,1-May,9-May,26-May,15-Jun,28-Jun,8-Jul,28-Jul,,,,,,,,
65,CO,,,20-Apr,28-Apr,16-May,29-May,6-Jun,13-Jun,29-Jun,8-Jul,,,,,,,,
65,CT,,,14-Apr,2-May,20-May,31-May,19-Jun,30-Jun,14-Jul,25-Jul,,,,,,,,
65,DE,,,19-Apr,27-Apr,9-May,21-May,4-Jun,11-Jun,1-Jul,19-Jul,,,,,,,,
65,FL,,,18-Apr,4-May,15-May,4-Jun,11-Jun,1-Jul,17-Jul,4-Aug,,,,,,,,
65,GA,,,9-Apr,26-Apr,8-May,26-May,10-Jun,23-Jun,3-Jul,15-Jul,,,,,,,,
65,ID,,,10-Apr,29-Apr,11-May,24-May,7-Jun,27-Jun,12-Jul,30-Jul,,,,,,,,
65,IL,,,10-Apr,26-Apr,7-May,22-May,8-Jun,17-Jun,24-Jun,1-Jul,,,,,,,,
65,IN,,,17-Apr,3-May,23-May,1-Jun,16-Jun,6-Jul,14-Jul,22-Jul,,,,,,,,
65,IA,,,8-Apr,17-Apr,5-May,12-May,31-May,7-Jun,21-Jun,28-Jun,,,,,,,,
65,KS,,,21-Apr,7-May,20-May,3-Jun,16-Jun,29-Jun,18-Jul,30-Jul,,,,,,,,
65,KY,,,18-Apr,1-May,9-May,16-May,30-May,16-Jun,1-Jul,11-Jul,,,,,,,,
65,LA,,,8-Apr,20-Apr,7-May,18-May,29-May,5-Jun,20-Jun,9-Jul,,,,,,,,
65,ME,,,13-Apr,25-Apr,11-May,26-May,11-Jun,21-Jun,11-Jul,29-Jul,,,,,,,,
65,MD,,,20-Apr,3-May,14-May,23-May,10-Jun,25-Jun,8-Jul,22-Jul,,,,,,,,
65,MA,,,16-Apr,27-Apr,15-May,3-Jun,11-Jun,29-Jun,7-Jul,17-Jul,,,,,,,,
65,MI,,,17-Apr,30-Apr,10-May,24-May,12-Jun,28-Jun,18-Jul,3-Aug,,,,,,,,
65,MN,,,8-Apr,19-Apr,1-May,9-May,18-May,31-May,17-Jun,2-Jul,,,,,,,,
65,MS,,,12-Apr,29-Apr,8-May,26-May,3-Jun,10-Jun,21-Jun,4-Jul,,,,,,,,
65,MO,,,15-Apr,28-Apr,18-May,26-May,13-Jun,23-Jun,10-Jul,28-Jul,,,,,,,,
65,MT,,,10-Apr,25-Apr,15-May,30-May,13-Jun,21-Jun,3-Jul,21-Jul,,,,,,,,
65,NE,,,17-Apr,25-Apr,3-May,21-May,4-Jun,11-Jun,20-Jun,3-Jul,,,,,,,,
65,NV,,,20-Apr,5-May,14-May,24-May,11-Jun,22-Jun,3-Jul,12-Jul,,,,,,,,
65,NH,,,10-Apr,26-Apr,3-May,10-May,20-May,30-May,11-Jun,21-Jun,,,,,,,,
65,NJ,,,13-Apr,30-Apr,8-May,28-May,8-Jun,20-Jun,8-Jul,27-Jul,,,,,,,,
65,NM,,,18-Apr,25-Apr,14-May,26-May,11-Jun,28-Jun,14-Jul,29-Jul,,,,,,,,
65,NY,,,16-Apr,24-Apr,9-May,26-May,13-Jun,24-Jun,9-Jul,18-Jul,,,,,,,,
65,NC,,,16-Apr,5-May,22-May,1-Jun,10-Jun,20-Jun,5-Jul,16-Jul,,,,,,,,
65,ND,,,17-Apr,26-Apr,12-May,30-May,16-Jun,1-Jul,19-Jul,3-Aug,,,,,,,,
65,OH,,,18-Apr,26-Apr,14-May,30-May,6-Jun,17-Jun,25-Jun,14-Jul,,,,,,,,
65,OK,,,21-Apr,6-May,25-May,2-Jun,17-Jun,4-Jul,17-Jul,28-Jul,,,,,,,,
65,OR,,,9-Apr,16-Apr,29-Apr,13-May,22-May,4-Jun,22-Jun,11-Jul,,,,,,,,
65,PA,,,18-Apr,3-May,16-May,31-May,20-Jun,1-Jul,8-Jul,28-Jul,,,,,,,,
65,RI,,,14-Apr,26-Apr,8-May,23-May,6-Jun,20-Jun,27-Jun,10-Jul,,,,,,,,
65,SC,,,20-Apr,30-Apr,15-May,25-May,14-Jun,4-Jul,21-Jul,6-Aug,,,,,,,,
65,SD,,,14-Apr,23-Apr,3-May,15-May,27-May,9-Jun,20-Jun,30-Jun,,,,,,,,
65,TN,,,11-Apr,21-Apr,5-May,20-May,28-May,13-Jun,30-Jun,16-Jul,,,,,,,,
65,TX,,,17-Apr,4-May,17-May,3-Jun,14-Jun,25-Jun,12-Jul,20-Jul,,,,,,,,
65,UT,,,13-Apr,26-Apr,12-May,29-May,17-Jun,30-Jun,16-Jul,27-Jul,,,,,,,,
65,VT,,,14-Apr,27-Apr,17-May,25-May,6-Jun,16-Jun,28-Jun,13-Jul,,,,,,,,
65,VA,,,18-Apr,25-Apr,13-May,21-May,7-Jun,27-Jun,11-Jul,18-Jul,,,,,,,,
65,WA,,,18-Apr,8-May,19-May,1-Jun,8-Jun,26-Jun,15-Jul,30-Jul,,,,,,,,
65,WV,,,15-Apr,25-Apr,14-May,30-May,17-Jun,28-Jun,8-Jul,23-Jul,,,,,,,,
65,WI,,,21-Apr,3-May,11-May,19-May,6-Jun,15-Jun,5-Jul,19-Jul,,,,,,,,
65,WY,,,11-Apr,22-Apr,12-May,21-May,8-Jun,27-Jun,15-Jul,22-Jul,,,,,,,,
81,AL,,,10-Apr,26-Apr,13-May,2-Jun,17-Jun,4-Jul,16-Jul,5-Aug,,,,,,,,
81,AZ,,,10-Apr,26-Apr,14-May,31-May,18-Jun,7-Jul,20-Jul,29-Jul,,,,,,,,
81,AR,,,8-Apr,22-Apr,8-May,28-May,9-Jun,19-Jun,29-Jun,17-Jul,,,,,,,,
81,CA,,,19-Apr,27-Apr,5-May,13-May,30-May,14-Jun,22-Jun,1-Jul,,,,,,,,
81,CO,,,17-Apr,5-May,21-May,6-Jun,23-Jun,12-Jul,19-Jul,30-Jul,,,,,,,,
81,CT,,,9-Apr,20-Apr,3-May,21-May,4-Jun,11-Jun,26-Jun,16-Jul,,,,,,,,
81,DE,,,17-Apr,6-May,26-May,11-Jun,18-Jun,5-Jul,25-Jul,9-Aug,,,,,,,,
81,FL,,,19-Apr,5-May,21-May,31-May,15-Jun,5-Jul,21-Jul,31-Jul,,,,,,,,
81,GA,,,15-Apr,26-Apr,10-May,26-May,2-Jun,10-Jun,21-Jun,30-Jun,,,,,,,,
81,ID,,,10-Apr,24-Apr,14-May,3-Jun,17-Jun,25-Jun,8-Jul,23-Jul,,,,,,,,
81,IL,,,12-Apr,22-Apr,29-Apr,12-May,1-Jun,17-Jun,5-Jul,19-Jul,,,,,,,,
81,IN,,,19-Apr,6-May,14-May,25-May,6-Jun,23-Jun,1-Jul,10-Jul,,,,,,,,
81,IA,,,16-Apr,24-Apr,9-May,18-May,25-May,2-Jun,17-Jun,30-Jun,,,,,,,,
81,KS,,,20-Apr,27-Apr,14-May,1-Jun,13-Jun,25-Jun,9-Jul,21-Jul,,,,,,,,
81,KY,,,10-Apr,30-Apr,9-May,28-May,14-Jun,24-Jun,3-Jul,10-Jul,,,,,,,,
81,LA,,,9-Apr,29-Apr,12-May,24-May,7-Jun,16-Jun,27-Jun,14-Jul,,,,,,,,
81,ME,,,12-Apr,24-Apr,12-May,28-May,4-Jun,23-Jun,8-Jul,25-Jul,,,,,,,,
81,MD,,,8-Apr,19-Apr,3-May,22-May,10-Jun,19-Jun,4-Jul,17-Jul,,,,,,,,
81,MA,,,17-Apr,29-Apr,8-May,21-May,5-Jun,16-Jun,25-Jun,9-Jul,,,,,,,,
81,MI,,,20-Apr,8-May,26-May,12-Jun,22-Jun,7-Jul,26-Jul,13-Aug,,,,,,,,
81,MN,,,8-Apr,27-Apr,13-May,23-May,31-May,17-Jun,29-Jun,19-Jul,,,,,,,,
81,MS,,,8-Apr,23-Apr,2-May,16-May,26-May,9-Jun,21-Jun,8-Jul,,,,,,,,
81,MO,,,14-Apr,26-Apr,3-May,19-May,8-Jun,22-Jun,9-Jul,18-Jul,,,,,,,,
81,MT,,,16-Apr,6-May,16-May,26-May,15-Jun,5-Jul,21-Jul,3-Aug,,,,,,,,
81,NE,,,9-Apr,26-Apr,11-May,19-May,7-Jun,25-Jun,15-Jul,26-Jul,,,,,,,,
81,NV,,,8-Apr,17-Apr,24-Apr,14-May,26-May,11-Jun,18-Jun,6-Jul,,,,,,,,
81,NH,,,12-Apr,21-Apr,28-Apr,7-May,26-May,3-Jun,21-Jun,2-Jul,,,,,,,,
81,NJ,,,15-Apr,23-Apr,8-May,19-May,4-Jun,21-Jun,28-Jun,18-Jul,,,,,,,,
81,NM,,,21-Apr,4-May,16-May,25-May,12-Jun,25-Jun,14-Jul,23-Jul,,,,,,,,
81,NY,,,19-Apr,6-May,20-May,8-Jun,23-Jun,1-Jul,8-Jul,15-Jul,,,,,,,,
81,NC,,,8-Apr,17-Apr,1-May,17-May,5-Jun,24-Jun,10-Jul,29-Jul,,,,,,,,
81,ND,,,19-Apr,5-May,19-May,2-Jun,14-Jun,23-Jun,9-Jul,24-Jul,,,,,,,,
81,OH,,,12-Apr,19-Apr,5-May,21-May,3-Jun,16-Jun,24-Jun,14-Jul,,,,,,,,
81,OK,,,12-Apr,30-Apr,18-May,25-May,10-Jun,25-Jun,10-Jul,22-Jul,,,,,,,,
81,OR,,,15-Apr,25-Apr,10-May,30-May,19-Jun,28-Jun,5-Jul,25-Jul,,,,,,,,
81,PA,,,13-Apr,1-May,13-May,23-May,1-Jun,18-Jun,8-Jul,27-Jul,,,,,,,,
81,RI,,,16-Apr,24-Apr,3-May,11-May,31-May,9-Jun,26-Jun,11-Jul,,,,,,,,
81,SC,,,15-Apr,3-May,12-May,1-Jun,21-Jun,3-Jul,13-Jul,21-Jul,,,,,,,,
81,SD,,,10-Apr,17-Apr,26-Apr,13-May,22-May,8-Jun,23-Jun,1-Jul,,,,,,,,
81,TN,,,20-Apr,9-May,29-May,12-Jun,1-Jul,16-Jul,3-Aug,14-Aug,,,,,,,,
81,TX,,,10-Apr,22-Apr,3-May,12-May,31-May,19-Jun,5-Jul,25-Jul,,,,,,,,
81,UT,,,10-Apr,22-Apr,12-May,25-May,3-Jun,12-Jun,20-Jun,10-Jul,,,,,,,,
81,VT,,,13-Apr,23-Apr,4-May,11-May,21-May,5-Jun,21-Jun,3-Jul,,,,,,,,
81,VA,,,18-Apr,27-Apr,13-May,21-May,29-May,17-Jun,25-Jun,13-Jul,,,,,,,,
81,WA,,,18-Apr,29-Apr,18-May,3-Jun,11-Jun,21-Jun,30-Jun,18-Jul,,,,,,,,
81,WV,,,10-Apr,18-Apr,8-May,24-May,6-Jun,22-Jun,11-Jul,27-Jul,,,,,,,,
81,WI,,,8-Apr,26-Apr,15-May,29-May,14-Jun,24-Jun,10-Jul,23-Jul,,,,,,,,
81,WY,,,12-Apr,19-Apr,29-Apr,18-May,28-May,8-Jun,20-Jun,9-Jul,,,,,,,,
82,AL,,,10-Apr,30-Apr,8-May,15-May,27-May,3-Jun,21-Jun,29-Jun,,,,,,,,
82,AZ,,,12-Apr,28-Apr,10-May,21-May,9-Jun,27-Jun,5-Jul,16-Jul,,,,,,,,
82,AR,,,10-Apr,21-Apr,8-May,22-May,8-Jun,27-Jun,17-Jul,4-Aug,,,,,,,,
82,CA,,,15-Apr,27-Apr,11-May,24-May,1-Jun,12-Jun,1-Jul,8-Jul,,,,,,,,
82,CO,,,19-Apr,27-Apr,10-May,27-May,15-Jun,4-Jul,18-Jul,1-Aug,,,,,,,,
82,CT,,,16-Apr,28-Apr,16-May,26-May,11-Jun,19-Jun,2-Jul,12-Jul,,,,,,,,
82,DE,,,10-Apr,29-Apr,15-May,27-May,13-Jun,30-Jun,8-Jul,28-Jul,,,,,,,,
82,FL,,,11-Apr,20-Apr,1-May,10-May,19-May,2-Jun,18-Jun,30-Jun,,,,,,,,
82,GA,,,19-Apr,2-May,20-May,2-Jun,16-Jun,4-Jul,11-Jul,23-Jul,,,,,,,,
82,ID,,,18-Apr,30-Apr,8-May,21-May,8-Jun,28-Jun,5-Jul,14-Jul,,,,,,,,
82,IL,,,12-Apr,27-Apr,16-May,31-May,20-Jun,30-Jun,11-Jul,30-Jul,,,,,,,,
82,IN,,,16-Apr,4-May,12-May,29-May,11-Jun,18-Jun,5-Jul,18-Jul,,,,,,,,
82,IA,,,18-Apr,5-May,19-May,29-May,5-Jun,25-Jun,11-Jul,22-Jul,,,,,,,,
82,KS,,,17-Apr,1-May,11-May,19-May,3-Jun,19-Jun,27-Jun,12-Jul,,,,,,,,
82,KY,,,10-Apr,28-Apr,18-May,5-Jun,23-Jun,13-Jul,26-Jul,11-Aug,,,,,,,,
82,LA,,,21-Apr,4-May,21-May,31-May,12-Jun,20-Jun,10-Jul,21-Jul,,,,,,,,
82,ME,,,16-Apr,26-Apr,4-May,16-May,1-Jun,13-Jun,1-Jul,20-Jul,,,,,,,,
82,MD,,,13-Apr,24-Apr,10-May,18-May,28-May,10-Jun,17-Jun,1-Jul,,,,,,,,
82,MA,,,12-Apr,19-Apr,29-Apr,14-May,25-May,7-Jun,20-Jun,9-Jul,,,,,,,,
82,MI,,,11-Apr,19-Apr,29-Apr,18-May,2-Jun,13-Jun,25-Jun,4-Jul,,,,,,,,
82,MN,,,10-Apr,25-Apr,6-May,13-May,29-May,9-Jun,22-Jun,9-Jul,,,,,,,,
82,MS,,,11-Apr,29-Apr,19-May,1-Jun,15-Jun,4-Jul,14-Jul,30-Jul,,,,,,,,
82,MO,,,15-Apr,27-Apr,6-May,21-May,29-May,8-Jun,21-Jun,9-Jul,,,,,,,,
82,MT,,,12-Apr,24-Apr,7-May,27-May,10-Jun,29-Jun,7-Jul,26-Jul,,,,,,,,
82,NE,,,13-Apr,21-Apr,11-May,24-May,9-Jun,23-Jun,12-Jul,29-Jul,,,,,,,,
82,NV,,,12-Apr,30-Apr,11-May,20-May,28-May,5-Jun,16-Jun,25-Jun,,,,,,,,
82,NH,,,18-Apr,8-May,19-May,3-Jun,20-Jun,30-Jun,7-Jul,14-Jul,,,,,,,,
82,NJ,,,10-Apr,27-Apr,6-May,15-May,24-May,4-Jun,14-Jun,28-Jun,,,,,,,,
82,NM,,,15-Apr,5-May,25-May,8-Jun,20-Jun,27-Jun,12-Jul,26-Jul,,,,,,,,
82,NY,,,17-Apr,24-Apr,2-May,12-May,23-May,8-Jun,26-Jun,10-Jul,,,,,,,,
82,NC,,,18-Apr,5-May,17-May,27-May,4-Jun,15-Jun,3-Jul,15-Jul,,,,,,,,
82,ND,,,13-Apr,26-Apr,12-May,27-May,14-Jun,29-Jun,18-Jul,30-Jul,,,,,,,,
82,OH,,,14-Apr,2-May,17-May,2-Jun,10-Jun,23-Jun,12-Jul,27-Jul,,,,,,,,
82,OK,,,11-Apr,18-Apr,3-May,19-May,7-Jun,24-Jun,6-Jul,25-Jul,,,,,,,,
82,OR,,,11-Apr,29-Apr,12-May,21-May,9-Jun,20-Jun,28-Jun,15-Jul,,,,,,,,
82,PA,,,8-Apr,17-Apr,28-Apr,5-May,15-May,1-Jun,10-Jun,26-Jun,,,,,,,,
82,RI,,,14-Apr,21-Apr,29-Apr,8-May,21-May,28-May,15-Jun,27-Jun,,,,,,,,
82,SC,,,8-Apr,18-Apr,26-Apr,7-May,14-May,23-May,12-Jun,28-Jun,,,,,,,,
82,SD,,,13-Apr,28-Apr,9-May,28-May,6-Jun,19-Jun,27-Jun,5-Jul,,,,,,,,
82,TN,,,17-Apr,7-May,17-May,1-Jun,20-Jun,7-Jul,15-Jul,29-Jul,,,,,,,,
82,TX,,,9-Apr,24-Apr,10-May,17-May,29-May,6-Jun,16-Jun,26-Jun,,,,,,,,
82,UT,,,9-Apr,25-Apr,12-May,29-May,12-Jun,25-Jun,14-Jul,24-Jul,,,,,,,,
82,VT,,,14-Apr,22-Apr,9-May,21-May,2-Jun,9-Jun,26-Jun,15-Jul,,,,,,,,
82,VA,,,21-Apr,28-Apr,6-May,16-May,27-May,15-Jun,27-Jun,7-Jul,,,,,,,,
82,WA,,,10-Apr,19-Apr,6-May,25-May,10-Jun,30-Jun,9-Jul,17-Jul,,,,,,,,
82,WV,,,21-Apr,29-Apr,7-May,21-May,1-Jun,9-Jun,18-Jun,29-Jun,,,,,,,,
82,WI,,,14-Apr,21-Apr,6-May,21-May,31-May,10-Jun,22-Jun,9-Jul,,,,,,,,
82,WY,,,16-Apr,29-Apr,15-May,4-Jun,23-Jun,5-Jul,22-Jul,30-Jul,,,,,,,,
83,AL,,,12-Apr,19-Apr,30-Apr,9-May,21-May,30-May,8-Jun,25-Jun,,,,,,,,
83,AZ,,,14-Apr,30-Apr,11-May,29-May,18-Jun,3-Jul,13-Jul,26-Jul,,,,,,,,
83,AR,,,17-Apr,7-May,20-May,8-Jun,28-Jun,13-Jul,21-Jul,30-Jul,,,,,,,,
83,CA,,,8-Apr,15-Apr,25-Apr,7-May,19-May,1-Jun,8-Jun,23-Jun,,,,,,,,
83,CO,,,10-Apr,27-Apr,11-May,19-May,27-May,15-Jun,25-Jun,7-Jul,,,,,,,,
83,CT,,,15-Apr,27-Apr,7-May,27-May,8-Jun,23-Jun,13-Jul,27-Jul,,,,,,,,
83,DE,,,13-Apr,25-Apr,5-May,23-May,12-Jun,19-Jun,5-Jul,23-Jul,,,,,,,,
83,FL,,,14-Apr,29-Apr,19-May,1-Jun,8-Jun,26-Jun,7-Jul,27-Jul,,,,,,,,
83,GA,,,16-Apr,27-Apr,11-May,21-May,10-Jun,17-Jun,25-Jun,14-Jul,,,,,,,,
83,ID,,,8-Apr,20-Apr,10-May,23-May,12-Jun,26-Jun,9-Jul,16-Jul,,,,,,,,
83,IL,,,11-Apr,29-Apr,9-May,21-May,2-Jun,21-Jun,3-Jul,11-Jul,,,,,,,,
83,IN,,,12-Apr,27-Apr,6-May,13-May,28-May,4-Jun,11-Jun,26-Jun,,,,,,,,
83,IA,,,14-Apr,22-Apr,10-May,28-May,16-Jun,27-Jun,7-Jul,24-Jul,,,,,,,,
83,KS,,,11-Apr,28-Apr,7-May,24-May,6-Jun,16-Jun,4-Jul,14-Jul,,,,,,,,
83,KY,,,14-Apr,24-Apr,10-May,30-May,13-Jun,2-Jul,12-Jul,1-Aug,,,,,,,,
83,LA,,,18-Apr,26-Apr,4-May,15-May,25-May,12-Jun,22-Jun,9-Jul,,,,,,,,
83,ME,,,12-Apr,22-Apr,2-May,10-May,22-May,11-Jun,28-Jun,16-Jul,,,,,,,,
83,MD,,,14-Apr,4-May,13-May,20-May,5-Jun,15-Jun,3-Jul,17-Jul,,,,,,,,
83,MA,,,20-Apr,4-May,14-May,29-May,12-Jun,27-Jun,10-Jul,23-Jul,,,,,,,,
83,MI,,,8-Apr,28-Apr,18-May,31-May,18-Jun,1-Jul,14-Jul,26-Jul,,,,,,,,
83,MN,,,20-Apr,28-Apr,13-May,27-May,8-Jun,25-Jun,14-Jul,27-Jul,,,,,,,,
83,MS,,,9-Apr,24-Apr,11-May,29-May,7-Jun,16-Jun,6-Jul,22-Jul,,,,,,,,
83,MO,,,15-Apr,5-May,20-May,29-May,12-Jun,24-Jun,5-Jul,23-Jul,,,,,,,,
83,MT,,,16-Apr,4-May,22-May,3-Jun,13-Jun,30-Jun,13-Jul,2-Aug,,,,,,,,
83,NE,,,15-Apr,28-Apr,6-May,19-May,1-Jun,13-Jun,24-Jun,5-Jul,,,,,,,,
83,NV,,,16-Apr,29-Apr,18-May,27-May,15-Jun,4-Jul,21-Jul,9-Aug,,,,,,,,
83,NH,,,9-Apr,28-Apr,13-May,28-May,8-Jun,28-Jun,10-Jul,22-Jul,,,,,,,,
83,NJ,,,13-Apr,2-May,16-May,2-Jun,17-Jun,2-Jul,17-Jul,27-Jul,,,,,,,,
83,NM,,,20-Apr,10-May,26-May,9-Jun,26-Jun,16-Jul,25-Jul,8-Aug,,,,,,,,
83,NY,,,18-Apr,30-Apr,15-May,22-May,31-May,17-Jun,6-Jul,21-Jul,,,,,,,,
83,NC,,,18-Apr,3-May,16-May,25-May,2-Jun,13-Jun,27-Jun,13-Jul,,,,,,,,
83,ND,,,8-Apr,22-Apr,11-May,27-May,15-Jun,25-Jun,5-Jul,22-Jul,,,,,,,,
83,OH,,,13-Apr,28-Apr,11-May,29-May,10-Jun,27-Jun,17-Jul,25-Jul,,,,,,,,
83,OK,,,15-Apr,5-May,22-May,3-Jun,11-Jun,19-Jun,5-Jul,25-Jul,,,,,,,,
83,OR,,,11-Apr,1-May,21-May,5-Jun,16-Jun,1-Jul,8-Jul,19-Jul,,,,,,,,
83,PA,,,18-Apr,4-May,12-May,19-May,30-May,7-Jun,21-Jun,28-Jun,,,,,,,,
83,RI,,,8-Apr,18-Apr,2-May,12-May,25-May,14-Jun,30-Jun,20-Jul,,,,,,,,
83,SC,,,20-Apr,30-Apr,17-May,26-May,7-Jun,15-Jun,26-Jun,3-Jul,,,,,,,,
83,SD,,,9-Apr,22-Apr,5-May,15-May,4-Jun,13-Jun,22-Jun,1-Jul,,,,,,,,
83,TN,,,18-Apr,8-May,27-May,10-Jun,24-Jun,3-Jul,23-Jul,8-Aug,,,,,,,,
83,TX,,,10-Apr,17-Apr,30-Apr,11-May,28-May,12-Jun,2-Jul,10-Jul,,,,,,,,
83,UT,,,11-Apr,27-Apr,5-May,17-May,5-Jun,18-Jun,3-Jul,18-Jul,,,,,,,,
83,VT,,,12-Apr,1-May,9-May,17-May,3-Jun,10-Jun,29-Jun,18-Jul,,,,,,,,
83,VA,,,15-Apr,2-May,12-May,29-May,16-Jun,27-Jun,15-Jul,2-Aug,,,,,,,,
83,WA,,,11-Apr,27-Apr,14-May,1-Jun,13-Jun,29-Jun,14-Jul,23-Jul,,,,,,,,
83,WV,,,20-Apr,30-Apr,10-May,24-May,31-May,11-Jun,30-Jun,14-Jul,,,,,,,,
83,WI,,,12-Apr,26-Apr,5-May,22-May,31-May,20-Jun,27-Jun,14-Jul,,,,,,,,
83,WY,,,15-Apr,24-Apr,1-May,19-May,26-May,6-Jun,18-Jun,8-Jul,,,,,,,,
87,AL,,,16-Apr,3-May,17-May,6-Jun,18-Jun,5-Jul,14-Jul,1-Aug,,,,,,,,
87,AZ,,,16-Apr,25-Apr,6-May,26-May,5-Jun,18-Jun,4-Jul,18-Jul,,,,,,,,
87,AR,,,11-Apr,22-Apr,12-May,23-May,6-Jun,26-Jun,6-Jul,14-Jul,,,,,,,,
87,CA,,,8-Apr,25-Apr,11-May,19-May,2-Jun,19-Jun,9-Jul,18-Jul,,,,,,,,
87,CO,,,8-Apr,17-Apr,24-Apr,3-May,16-May,28-May,7-Jun,16-Jun,,,,,,,,
87,CT,,,14-Apr,27-Apr,9-May,18-May,7-Jun,21-Jun,10-Jul,21-Jul,,,,,,,,
87,DE,,,12-Apr,27-Apr,12-May,30-May,9-Jun,24-Jun,2-Jul,11-Jul,,,,,,,,
87,FL,,,15-Apr,2-May,20-May,2-Jun,10-Jun,30-Jun,10-Jul,25-Jul,,,,,,,,
87,GA,,,15-Apr,27-Apr,17-May,26-May,12-Jun,23-Jun,3-Jul,19-Jul,,,,,,,,
87,ID,,,13-Apr,26-Apr,4-May,19-May,4-Jun,17-Jun,3-Jul,14-Jul,,,,,,,,
87,IL,,,16-Apr,1-May,13-May,23-May,5-Jun,13-Jun,27-Jun,10-Jul,,,,,,,,
87,IN,,,19-Apr,4-May,20-May,29-May,11-Jun,25-Jun,5-Jul,24-Jul,,,,,,,,
87,IA,,,17-Apr,7-May,22-May,11-Jun,20-Jun,30-Jun,12-Jul,22-Jul,,,,,,,,
87,KS,,,15-Apr,3-May,11-May,25-May,14-Jun,25-Jun,8-Jul,19-Jul,,,,,,,,
87,KY,,,14-Apr,3-May,14-May,31-May,14-Jun,28-Jun,13-Jul,2-Aug,,,,,,,,
87,LA,,,11-Apr,26-Apr,3-May,21-May,8-Jun,27-Jun,4-Jul,14-Jul,,,,,,,,
87,ME,,,21-Apr,3-May,22-May,11-Jun,18-Jun,27-Jun,16-Jul,31-Jul,,,,,,,,
87,MD,,,17-Apr,27-Apr,8-May,26-May,4-Jun,15-Jun,2-Jul,21-Jul,,,,,,,,
87,MA,,,15-Apr,22-Apr,8-May,15-May,22-May,11-Jun,23-Jun,10-Jul,,,,,,,,
87,MI,,,11-Apr,24-Apr,14-May,29-May,16-Jun,4-Jul,22-Jul,6-Aug,,,,,,,,
87,MN,,,21-Apr,29-Apr,19-May,7-Jun,22-Jun,4-Jul,11-Jul,23-Jul,,,,,,,,
87,MS,,,19-Apr,7-May,23-May,3-Jun,17-Jun,26-Jun,8-Jul,26-Jul,,,,,,,,
87,MO,,,14-Apr,27-Apr,8-May,28-May,17-Jun,29-Jun,10-Jul,30-Jul,,,,,,,,
87,MT,,,8-Apr,17-Apr,1-May,17-May,24-May,12-Jun,25-Jun,8-Jul,,,,,,,,
87,NE,,,13-Apr,3-May,16-May,1-Jun,17-Jun,5-Jul,22-Jul,8-Aug,,,,,,,,
87,NV,,,13-Apr,28-Apr,14-May,27-May,8-Jun,22-Jun,11-Jul,21-Jul,,,,,,,,
87,NH,,,8-Apr,22-Apr,9-May,20-May,2-Jun,19-Jun,7-Jul,14-Jul,,,,,,,,
87,NJ,,,16-Apr,1-May,17-May,4-Jun,13-Jun,1-Jul,11-Jul,19-Jul,,,,,,,,
87,NM,,,20-Apr,28-Apr,15-May,1-Jun,20-Jun,7-Jul,26-Jul,10-Aug,,,,,,,,
87,NY,,,12-Apr,29-Apr,10-May,19-May,28-May,17-Jun,30-Jun,7-Jul,,,,,,,,
87,NC,,,19-Apr,29-Apr,11-May,31-May,14-Jun,2-Jul,17-Jul,30-Jul,,,,,,,,
87,ND,,,18-Apr,4-May,24-May,4-Jun,24-Jun,8-Jul,19-Jul,31-Jul,,,,,,,,
87,OH,,,16-Apr,29-Apr,6-May,15-May,1-Jun,16-Jun,25-Jun,10-Jul,,,,,,,,
87,OK,,,13-Apr,20-Apr,8-May,23-May,5-Jun,13-Jun,26-Jun,3-Jul,,,,,,,,
87,OR,,,15-Apr,27-Apr,14-May,30-May,6-Jun,17-Jun,26-Jun,8-Jul,,,,,,,,
87,PA,,,8-Apr,22-Apr,3-May,10-May,28-May,7-Jun,14-Jun,30-Jun,,,,,,,,
87,RI,,,10-Apr,20-Apr,2-May,21-May,28-May,15-Jun,28-Jun,7-Jul,,,,,,,,
87,SC,,,10-Apr,21-Apr,30-Apr,13-May,21-May,9-Jun,21-Jun,10-Jul,,,,,,,,
87,SD,,,15-Apr,3-May,19-May,31-May,9-Jun,29-Jun,6-Jul,16-Jul,,,,,,,,
87,TN,,,21-Apr,1-May,16-May,25-May,3-Jun,20-Jun,1-Jul,21-Jul,,,,,,,,
87,TX,,,13-Apr,28-Apr,15-May,27-May,6-Jun,18-Jun,8-Jul,20-Jul,,,,,,,,
87,UT,,,10-Apr,25-Apr,7-May,19-May,4-Jun,15-Jun,26-Jun,14-Jul,,,,,,,,
87,VT,,,21-Apr,6-May,15-May,26-May,7-Jun,22-Jun,9-Jul,18-Jul,,,,,,,,
87,VA,,,17-Apr,6-May,21-May,5-Jun,12-Jun,29-Jun,10-Jul,28-Jul,,,,,,,,
87,WA,,,16-Apr,23-Apr,6-May,15-May,4-Jun,20-Jun,27-Jun,9-Jul,,,,,,,,
